UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_Encoded,Failure_Heat Dissipation Failure,Failure_No Failure,Failure_Overstrain Failure,Failure_Power Failure,Failure_Random Failures,Failure_Tool Wear Failure,Tool_Wear_Bin,RPM_Bin
277,M15136,M,298.0,307.9,1750.0,26.6,67,0,2,False,True,False,False,False,False,Medium,High
278,H29691,H,298.0,308.0,1479.0,50.7,70,0,0,False,True,False,False,False,False,Medium,Medium
279,M15138,M,298.0,308.0,1620.0,29.4,75,0,2,False,True,False,False,False,False,Medium,High
280,L47459,L,298.0,308.1,1819.0,23.4,78,0,1,False,True,False,False,False,False,Medium,High
281,M15140,M,298.1,308.1,1456.0,43.7,80,0,2,False,True,False,False,False,False,Medium,Medium
282,L47461,L,298.1,308.0,1626.0,36.5,83,0,1,False,True,False,False,False,False,Medium,High
283,M15142,M,298.1,308.1,1390.0,49.8,85,0,2,False,True,False,False,False,False,Medium,Low
284,L47463,L,298.2,308.2,1469.0,43.0,88,0,1,False,True,False,False,False,False,Medium,Medium
285,L47464,L,298.2,308.3,1895.5,19.2,90,0,1,False,True,False,False,False,False,Medium,High
286,L47465,L,298.2,308.3,1568.0,36.0,92,0,1,False,True,False,False,False,False,Medium,Medium
287,L47466,L,298.2,308.3,1589.0,33.2,94,0,1,False,True,False,False,False,False,Medium,Medium
288,L47467,L,298.2,308.3,1805.0,31.6,96,0,1,False,True,False,False,False,False,Medium,High
289,H29702,H,298.2,308.4,1385.0,42.2,98,0,0,False,True,False,False,False,False,Medium,Low
290,L47469,L,298.1,308.4,1436.0,46.7,103,0,1,False,True,False,False,False,False,Medium,Medium
291,L47470,L,298.1,308.4,1438.0,45.6,105,0,1,False,True,False,False,False,False,Medium,Medium
292,L47471,L,298.0,308.3,1473.0,42.6,107,0,1,False,True,False,False,False,False,Medium,Medium
293,L47472,L,298.1,308.4,1335.0,40.2,109,0,1,False,True,False,False,False,False,Medium,Low
294,H29707,H,298.1,308.5,1392.0,44.8,111,0,0,False,True,False,False,False,False,Medium,Low
295,M15154,M,298.1,308.5,1372.0,51.1,116,0,2,False,True,False,False,False,False,Medium,Low
296,M15155,M,298.1,308.6,1716.0,30.7,119,0,2,False,True,False,False,False,False,Medium,High
297,L47476,L,298.0,308.5,1395.0,46.2,122,0,1,False,True,False,False,False,False,Medium,Low
298,L47477,L,298.0,308.5,1713.0,25.3,124,0,1,False,True,False,False,False,False,Medium,High
299,H29712,H,297.9,308.5,1895.5,18.7,126,0,0,False,True,False,False,False,False,Medium,High
300,M15159,M,297.8,308.3,1567.0,35.6,131,0,2,False,True,False,False,False,False,Medium,Medium
301,L47480,L,297.8,308.4,1622.0,38.3,134,0,1,False,True,False,False,False,False,Medium,High
302,L47481,L,297.7,308.4,1740.0,27.1,136,0,1,False,True,False,False,False,False,Medium,High
303,H29716,H,297.8,308.4,1512.0,35.1,138,0,0,False,True,False,False,False,False,Medium,Medium
304,M15163,M,297.8,308.4,1479.0,43.5,143,0,2,False,True,False,False,False,False,Medium,Medium
305,L47484,L,297.8,308.4,1737.0,27.5,146,0,1,False,True,False,False,False,False,Medium,High
306,L47485,L,297.8,308.4,1895.5,19.2,148,0,1,False,True,False,False,False,False,Medium,High
307,L47486,L,297.8,308.4,1374.0,47.1,150,0,1,False,True,False,False,False,False,Medium,Low
308,M15167,M,297.8,308.4,1579.0,36.6,152,0,2,False,True,False,False,False,False,High,Medium
309,L47488,L,297.9,308.5,1305.0,47.2,155,0,1,False,True,False,False,False,False,High,Low
310,M15169,M,297.9,308.5,1449.0,40.8,157,0,2,False,True,False,False,False,False,High,Medium
311,H29724,H,298.0,308.6,1526.0,41.8,160,0,0,False,True,False,False,False,False,High,Medium
312,M15171,M,298.0,308.6,1453.0,44.1,165,0,2,False,True,False,False,False,False,High,Medium
313,L47492,L,297.9,308.6,1468.0,36.0,168,0,1,False,True,False,False,False,False,High,Medium
314,L47493,L,298.0,308.6,1313.0,50.8,170,0,1,False,True,False,False,False,False,High,Low
315,M15174,M,297.9,308.5,1300.0,53.0,172,0,2,False,True,False,False,False,False,High,Low
316,L47495,L,297.9,308.4,1646.0,40.6,175,0,1,False,True,False,False,False,False,High,High
317,L47496,L,297.8,308.4,1714.0,33.2,177,0,1,False,True,False,False,False,False,High,High
318,L47497,L,297.8,308.4,1685.0,28.4,179,0,1,False,True,False,False,False,False,High,High
319,L47498,L,297.8,308.4,1512.0,39.9,181,0,1,False,True,False,False,False,False,High,Medium
320,L47499,L,297.8,308.4,1612.0,32.1,183,0,1,False,True,False,False,False,False,High,High
321,H29734,H,297.8,308.4,1550.0,38.2,185,0,0,False,True,False,False,False,False,High,Medium
322,L47501,L,297.8,308.4,1518.0,32.5,190,0,1,False,True,False,False,False,False,High,Medium
323,L47502,L,297.8,308.5,1448.0,40.0,192,0,1,False,True,False,False,False,False,High,Medium
324,L47503,L,297.8,308.5,1561.0,46.3,194,0,1,False,True,False,False,False,False,High,Medium
325,M15184,M,297.8,308.5,1488.0,41.9,196,0,2,False,True,False,False,False,False,High,Medium
326,L47505,L,297.8,308.5,1699.0,27.8,199,0,1,False,True,False,False,False,False,High,High
327,L47506,L,297.7,308.5,1501.0,41.4,201,0,1,False,True,False,False,False,False,High,Medium
328,L47507,L,297.7,308.5,1373.0,56.7,203,1,1,False,False,True,False,False,False,High,Low
329,H29742,H,297.6,308.4,1703.0,31.4,205,0,0,False,True,False,False,False,False,High,High
330,H29743,H,297.7,308.5,1720.0,29.9,210,0,0,False,True,False,False,False,False,High,High
331,M15190,M,297.6,308.4,1398.0,41.9,215,0,2,False,True,False,False,False,False,High,Low
332,M15191,M,297.6,308.4,1391.0,51.9,218,0,2,False,True,False,False,False,False,High,Low
333,M15192,M,297.6,308.3,1538.0,40.2,0,0,2,False,True,False,False,False,False,Low,Medium
334,L47513,L,297.5,308.2,1647.0,31.3,3,0,1,False,True,False,False,False,False,Low,High
335,M15194,M,297.5,308.1,1469.0,44.8,5,0,2,False,True,False,False,False,False,Low,Medium
336,L47515,L,297.4,308.1,1749.0,25.9,8,0,1,False,True,False,False,False,False,Low,High
337,M15196,M,297.6,308.2,1895.5,20.5,10,0,2,False,True,False,False,False,False,Low,High
338,L47517,L,297.6,308.3,1742.0,27.7,13,0,1,False,True,False,False,False,False,Low,High
339,L47518,L,297.5,308.2,1563.0,38.2,15,0,1,False,True,False,False,False,False,Low,Medium
340,M15199,M,297.5,308.2,1713.0,32.2,17,0,2,False,True,False,False,False,False,Low,High
341,L47520,L,297.4,308.1,1474.0,39.4,20,0,1,False,True,False,False,False,False,Low,Medium
342,M15201,M,297.4,308.2,1530.0,32.6,22,0,2,False,True,False,False,False,False,Low,Medium
343,L47522,L,297.4,308.2,1471.0,46.5,25,0,1,False,True,False,False,False,False,Low,Medium
344,L47523,L,297.5,308.3,1388.0,48.6,27,0,1,False,True,False,False,False,False,Low,Low
345,M15204,M,297.5,308.2,1895.5,13.8,29,0,2,False,True,False,False,False,False,Low,High
346,L47525,L,297.5,308.3,1585.0,32.9,32,0,1,False,True,False,False,False,False,Low,Medium
347,M15206,M,297.5,308.3,1459.0,45.2,34,0,2,False,True,False,False,False,False,Low,Medium
348,L47527,L,297.5,308.3,1544.0,40.8,37,0,1,False,True,False,False,False,False,Low,Medium
349,L47528,L,297.6,308.3,1617.0,31.7,39,0,1,False,True,False,False,False,False,Low,High
350,L47529,L,297.6,308.3,1595.0,34.3,41,0,1,False,True,False,False,False,False,Low,Medium
351,H29764,H,297.6,308.3,1400.0,44.3,43,0,0,False,True,False,False,False,False,Low,Low
352,M15211,M,297.6,308.4,1611.0,31.0,48,0,2,False,True,False,False,False,False,Low,High
353,M15212,M,297.6,308.4,1507.0,46.0,51,0,2,False,True,False,False,False,False,Medium,Medium
354,H29767,H,297.5,308.3,1674.0,30.0,54,0,0,False,True,False,False,False,False,Medium,High
355,L47534,L,297.6,308.3,1658.0,34.3,59,0,1,False,True,False,False,False,False,Medium,High
356,L47535,L,297.6,308.3,1623.0,36.9,61,0,1,False,True,False,False,False,False,Medium,High
357,M15216,M,297.6,308.4,1398.0,48.9,63,0,2,False,True,False,False,False,False,Medium,Low
358,L47537,L,297.6,308.4,1517.0,34.2,66,0,1,False,True,False,False,False,False,Medium,Medium
359,M15218,M,297.6,308.3,1467.0,36.7,68,0,2,False,True,False,False,False,False,Medium,Medium
360,M15219,M,297.6,308.3,1567.0,34.6,71,0,2,False,True,False,False,False,False,Medium,Medium
361,M15220,M,297.5,308.3,1521.0,38.2,74,0,2,False,True,False,False,False,False,Medium,Medium
362,L47541,L,297.5,308.3,1596.0,36.8,77,0,1,False,True,False,False,False,False,Medium,Medium
363,H29776,H,297.6,308.3,1640.0,30.9,79,0,0,False,True,False,False,False,False,Medium,High
364,L47543,L,297.6,308.3,1438.0,47.8,84,0,1,False,True,False,False,False,False,Medium,Medium
365,L47544,L,297.6,308.4,1407.0,55.2,86,0,1,False,True,False,False,False,False,Medium,Medium
366,L47545,L,297.6,308.4,1353.0,57.5,88,0,1,False,True,False,False,False,False,Medium,Low
367,M15226,M,297.6,308.5,1552.0,40.9,90,0,2,False,True,False,False,False,False,Medium,Medium
368,M15227,M,297.6,308.4,1569.0,38.3,93,0,2,False,True,False,False,False,False,Medium,Medium
369,L47548,L,297.5,308.4,1489.0,39.5,96,0,1,False,True,False,False,False,False,Medium,Medium
370,H29783,H,297.5,308.4,1587.0,36.1,98,0,0,False,True,False,False,False,False,Medium,Medium
371,M15230,M,297.5,308.3,1622.0,37.2,103,0,2,False,True,False,False,False,False,Medium,High
372,L47551,L,297.5,308.4,1604.0,38.1,106,0,1,False,True,False,False,False,False,Medium,High
373,M15232,M,297.4,308.3,1405.0,51.7,108,0,2,False,True,False,False,False,False,Medium,Medium
374,L47553,L,297.4,308.3,1412.0,42.0,111,0,1,False,True,False,False,False,False,Medium,Medium
375,L47554,L,297.4,308.3,1431.0,43.0,113,0,1,False,True,False,False,False,False,Medium,Medium
376,L47555,L,297.4,308.2,1533.0,37.4,115,0,1,False,True,False,False,False,False,Medium,Medium
377,M15236,M,297.4,308.2,1401.0,51.9,117,0,2,False,True,False,False,False,False,Medium,Medium
378,M15237,M,297.4,308.2,1424.0,53.9,120,0,2,False,True,False,False,False,False,Medium,Medium
379,L47558,L,297.3,308.2,1754.0,29.4,123,0,1,False,True,False,False,False,False,Medium,High
380,L47559,L,297.3,308.2,1754.0,26.8,125,0,1,False,True,False,False,False,False,Medium,High
381,L47560,L,297.5,308.3,1895.5,12.800000000000011,127,1,1,False,False,False,True,False,False,Medium,High
382,L47561,L,297.5,308.5,1546.0,40.4,129,0,1,False,True,False,False,False,False,Medium,Medium
383,L47562,L,297.5,308.5,1335.0,48.0,131,0,1,False,True,False,False,False,False,Medium,Low
384,M15243,M,297.5,308.6,1842.0,27.0,133,0,2,False,True,False,False,False,False,Medium,High
385,L47564,L,297.5,308.5,1712.0,26.8,136,0,1,False,True,False,False,False,False,Medium,High
386,M15245,M,297.6,308.6,1414.0,45.4,138,0,2,False,True,False,False,False,False,Medium,Medium
387,L47566,L,297.6,308.7,1319.0,50.9,141,0,1,False,True,False,False,False,False,Medium,Low
388,L47567,L,297.7,308.7,1249.0,60.4,143,0,1,False,True,False,False,False,False,Medium,Low
389,L47568,L,297.6,308.7,1455.0,48.2,145,0,1,False,True,False,False,False,False,Medium,Medium
390,M15249,M,297.6,308.7,1408.0,54.8,147,0,2,False,True,False,False,False,False,Medium,Medium
391,L47570,L,297.6,308.7,1460.0,46.7,150,0,1,False,True,False,False,False,False,Medium,Medium
392,L47571,L,297.6,308.6,1491.0,38.1,152,0,1,False,True,False,False,False,False,High,Medium
393,M15252,M,297.6,308.5,1490.0,43.4,154,0,2,False,True,False,False,False,False,High,Medium
394,M15253,M,297.5,308.4,1350.0,52.2,157,0,2,False,True,False,False,False,False,High,Low
395,L47574,L,297.5,308.4,1528.0,39.9,160,0,1,False,True,False,False,False,False,High,Medium
396,L47575,L,297.4,308.3,1571.0,37.7,162,0,1,False,True,False,False,False,False,High,Medium
397,L47576,L,297.4,308.3,1490.0,42.6,164,0,1,False,True,False,False,False,False,High,Medium
398,M15257,M,297.4,308.3,1774.0,28.9,166,0,2,False,True,False,False,False,False,High,High
399,H29812,H,297.4,308.3,1502.0,43.6,169,0,0,False,True,False,False,False,False,High,Medium
400,L47579,L,297.4,308.4,1392.0,49.7,174,0,1,False,True,False,False,False,False,High,Low
401,L47580,L,297.4,308.5,1895.5,16.9,176,0,1,False,True,False,False,False,False,High,High
402,L47581,L,297.5,308.5,1722.0,30.4,178,0,1,False,True,False,False,False,False,High,High
403,L47582,L,297.4,308.6,1678.0,32.3,180,0,1,False,True,False,False,False,False,High,High
404,L47583,L,297.3,308.6,1273.0,59.8,182,0,1,False,True,False,False,False,False,High,Low
405,L47584,L,297.3,308.6,1297.0,45.9,184,0,1,False,True,False,False,False,False,High,Low
406,L47585,L,297.3,308.5,1350.0,57.6,186,0,1,False,True,False,False,False,False,High,Low
407,L47586,L,297.4,308.6,1439.0,51.9,188,0,1,False,True,False,False,False,False,High,Medium
408,M15267,M,297.4,308.5,1600.0,42.1,190,0,2,False,True,False,False,False,False,High,Medium
409,M15268,M,297.4,308.6,1434.0,44.4,193,0,2,False,True,False,False,False,False,High,Medium
410,L47589,L,297.4,308.6,1459.0,41.3,196,0,1,False,True,False,False,False,False,High,Medium
411,M15270,M,297.5,308.6,1472.0,44.9,198,0,2,False,True,False,False,False,False,High,Medium
412,L47591,L,297.5,308.7,1429.0,44.3,201,0,1,False,True,False,False,False,False,High,Medium
413,L47592,L,297.5,308.6,1388.0,48.2,203,0,1,False,True,False,False,False,False,High,Low
414,L47593,L,297.4,308.4,1573.0,34.5,205,0,1,False,True,False,False,False,False,High,Medium
415,L47594,L,297.4,308.4,1588.0,32.5,207,0,1,False,True,False,False,False,False,High,Medium
416,L47595,L,297.5,308.4,1511.0,42.8,209,0,1,False,True,False,False,False,False,High,Medium
417,L47596,L,297.4,308.5,1495.0,37.8,211,0,1,False,True,False,False,False,False,High,Medium
418,L47597,L,297.4,308.4,1394.0,50.1,213,0,1,False,True,False,False,False,False,High,Low
419,L47598,L,297.4,308.4,1895.5,17.7,0,0,1,False,True,False,False,False,False,Low,High
420,M15279,M,297.3,308.3,1501.0,38.2,2,0,2,False,True,False,False,False,False,Low,Medium
421,M15280,M,297.3,308.3,1301.0,39.6,5,0,2,False,True,False,False,False,False,Low,Low
422,M15281,M,297.3,308.3,1657.0,31.1,8,0,2,False,True,False,False,False,False,Low,High
423,L47602,L,297.3,308.3,1333.0,55.2,11,0,1,False,True,False,False,False,False,Low,Low
424,L47603,L,297.3,308.3,1484.0,43.9,13,0,1,False,True,False,False,False,False,Low,Medium
425,L47604,L,297.3,308.4,1430.0,45.7,15,0,1,False,True,False,False,False,False,Low,Medium
426,M15285,M,297.3,308.4,1665.0,28.9,17,0,2,False,True,False,False,False,False,Low,High
427,L47606,L,297.4,308.5,1501.0,44.9,20,0,1,False,True,False,False,False,False,Low,Medium
428,M15287,M,297.5,308.5,1496.0,42.2,22,0,2,False,True,False,False,False,False,Low,Medium
429,M15288,M,297.6,308.6,1595.0,36.9,25,0,2,False,True,False,False,False,False,Low,Medium
430,L47609,L,297.5,308.6,1208.0,62.3,28,0,1,False,True,False,False,False,False,Low,Low
431,L47610,L,297.5,308.6,1596.0,37.1,30,0,1,False,True,False,False,False,False,Low,Medium
432,L47611,L,297.5,308.5,1446.0,41.9,32,0,1,False,True,False,False,False,False,Low,Medium
433,M15292,M,297.6,308.5,1466.0,39.7,34,0,2,False,True,False,False,False,False,Low,Medium
434,M15293,M,297.6,308.5,1848.0,23.7,37,0,2,False,True,False,False,False,False,Low,High
435,M15294,M,297.5,308.5,1484.0,44.7,40,0,2,False,True,False,False,False,False,Low,Medium
436,L47615,L,297.4,308.3,1493.0,41.2,43,0,1,False,True,False,False,False,False,Low,Medium
437,L47616,L,297.3,308.3,1504.0,36.3,45,0,1,False,True,False,False,False,False,Low,Medium
438,L47617,L,297.3,308.3,1538.0,38.5,47,0,1,False,True,False,False,False,False,Low,Medium
439,L47618,L,297.4,308.4,1341.0,52.2,49,0,1,False,True,False,False,False,False,Low,Low
440,M15299,M,297.4,308.3,1535.0,34.6,51,0,2,False,True,False,False,False,False,Medium,Medium
441,L47620,L,297.4,308.5,1389.0,39.2,54,0,1,False,True,False,False,False,False,Medium,Low
442,H29855,H,297.5,308.5,1393.0,46.6,56,0,0,False,True,False,False,False,False,Medium,Low
443,L47622,L,297.4,308.5,1399.0,61.5,61,1,1,False,False,False,True,False,False,Medium,Low
444,H29857,H,297.4,308.5,1469.0,45.1,63,0,0,False,True,False,False,False,False,Medium,Medium
445,L47624,L,297.4,308.4,1582.0,37.2,68,0,1,False,True,False,False,False,False,Medium,Medium
446,L47625,L,297.5,308.6,1793.0,26.7,70,0,1,False,True,False,False,False,False,Medium,High
447,L47626,L,297.5,308.6,1452.0,39.0,72,0,1,False,True,False,False,False,False,Medium,Medium
448,M15307,M,297.6,308.7,1376.0,59.9,74,0,2,False,True,False,False,False,False,Medium,Low
449,L47628,L,297.5,308.6,1552.0,44.9,77,0,1,False,True,False,False,False,False,Medium,Medium
450,L47629,L,297.6,308.7,1622.0,37.9,79,0,1,False,True,False,False,False,False,Medium,High
451,M15310,M,297.6,308.7,1419.0,41.7,81,0,2,False,True,False,False,False,False,Medium,Medium
452,H29865,H,297.5,308.6,1440.0,46.1,84,0,0,False,True,False,False,False,False,Medium,Medium
453,M15312,M,297.4,308.6,1643.0,31.0,89,0,2,False,True,False,False,False,False,Medium,High
454,L47633,L,297.4,308.7,1510.0,36.2,92,0,1,False,True,False,False,False,False,Medium,Medium
455,L47634,L,297.4,308.7,1468.0,46.6,94,0,1,False,True,False,False,False,False,Medium,Medium
456,L47635,L,297.4,308.7,1429.0,57.4,96,0,1,False,True,False,False,False,False,Medium,Medium
457,H29870,H,297.3,308.7,1478.0,47.6,98,0,0,False,True,False,False,False,False,Medium,Medium
458,L47637,L,297.4,308.6,1276.0,53.6,103,0,1,False,True,False,False,False,False,Medium,Low
459,L47638,L,297.3,308.6,1486.0,42.6,105,0,1,False,True,False,False,False,False,Medium,Medium
460,L47639,L,297.4,308.6,1476.0,42.3,107,0,1,False,True,False,False,False,False,Medium,Medium
461,H29874,H,297.3,308.6,1431.0,42.0,109,0,0,False,True,False,False,False,False,Medium,Medium
462,L47641,L,297.4,308.7,1402.0,40.2,114,0,1,False,True,False,False,False,False,Medium,Medium
463,L47642,L,297.4,308.7,1433.0,43.4,116,0,1,False,True,False,False,False,False,Medium,Medium
464,L47643,L,297.4,308.7,1895.5,12.800000000000011,118,1,1,False,False,False,True,False,False,Medium,High
465,L47644,L,297.3,308.6,1511.0,35.7,120,0,1,False,True,False,False,False,False,Medium,Medium
466,M15325,M,297.3,308.6,1456.0,42.9,122,0,2,False,True,False,False,False,False,Medium,Medium
467,L47646,L,297.2,308.5,1550.0,41.5,125,0,1,False,True,False,False,False,False,Medium,Medium
468,L47647,L,297.2,308.5,1895.5,16.5,127,0,1,False,True,False,False,False,False,Medium,High
469,L47648,L,297.3,308.7,1619.0,31.6,129,0,1,False,True,False,False,False,False,Medium,High
470,M15329,M,297.3,308.8,1586.0,32.7,131,0,2,False,True,False,False,False,False,Medium,Medium
471,H29884,H,297.3,308.8,1499.0,44.2,134,0,0,False,True,False,False,False,False,Medium,Medium
472,H29885,H,297.3,308.8,1419.0,42.4,139,0,0,False,True,False,False,False,False,Medium,Medium
473,M15332,M,297.4,309.0,1497.0,41.8,144,0,2,False,True,False,False,False,False,Medium,Medium
474,M15333,M,297.4,309.0,1520.0,37.0,147,0,2,False,True,False,False,False,False,Medium,Medium
475,L47654,L,297.4,309.1,1478.0,49.8,150,0,1,False,True,False,False,False,False,Medium,Medium
476,L47655,L,297.4,309.1,1380.0,41.1,152,0,1,False,True,False,False,False,False,High,Low
477,L47656,L,297.4,309.0,1570.0,37.9,154,0,1,False,True,False,False,False,False,High,Medium
478,H29891,H,297.4,309.0,1468.0,41.4,156,0,0,False,True,False,False,False,False,High,Medium
479,L47658,L,297.4,309.0,1833.0,22.6,161,0,1,False,True,False,False,False,False,High,High
480,M15339,M,297.4,308.9,1323.0,57.3,163,0,2,False,True,False,False,False,False,High,Low
481,L47660,L,297.4,309.0,1583.0,32.0,166,0,1,False,True,False,False,False,False,High,Medium
482,M15341,M,297.3,309.0,1556.0,39.5,168,0,2,False,True,False,False,False,False,High,Medium
483,L47662,L,297.3,309.0,1548.0,37.4,171,0,1,False,True,False,False,False,False,High,Medium
484,L47663,L,297.4,309.0,1324.0,56.9,173,0,1,False,True,False,False,False,False,High,Low
485,L47664,L,297.4,309.0,1568.0,33.7,175,0,1,False,True,False,False,False,False,High,Medium
486,M15345,M,297.4,309.0,1685.0,30.7,177,0,2,False,True,False,False,False,False,High,High
487,M15346,M,297.4,309.1,1582.0,35.9,180,0,2,False,True,False,False,False,False,High,Medium
488,M15347,M,297.4,309.1,1463.0,35.0,183,0,2,False,True,False,False,False,False,High,Medium
489,L47668,L,297.4,309.2,1584.0,42.8,186,0,1,False,True,False,False,False,False,High,Medium
490,M15349,M,297.5,309.2,1347.0,55.8,188,0,2,False,True,False,False,False,False,High,Low
491,L47670,L,297.4,309.2,1459.0,37.9,191,0,1,False,True,False,False,False,False,High,Medium
492,L47671,L,297.4,309.2,1420.0,45.6,193,0,1,False,True,False,False,False,False,High,Medium
